0;0,000;0,000;
1;0,000;2,000;
2;0,000;4,000;
3;0,000;6,000;
4;0,000;8,000;
5;0,000;10,000;
6;0,000;12,000;
7;0,000;14,000;
8;0,000;16,000;
9;0,000;18,000;
10;0,000;20,000;
11;0,000;22,000;
12;0,000;24,000;
13;0,000;26,000;
14;0,000;28,000;
15;0,000;30,000;
16;0,000;32,000;
17;0,000;34,000;
18;0,000;36,000;
19;0,000;38,000;
20;0,000;40,000;
21;0,000;42,000;
22;0,000;44,000;
23;0,000;46,000;
24;0,000;48,000;
25;0,000;50,000;
26;0,000;52,000;
27;0,000;54,000;
28;0,000;56,000;
29;0,000;58,000;
30;0,000;60,000;
31;0,000;62,000;
32;0,000;64,000;
33;0,000;66,000;
34;0,000;68,000;
35;0,000;70,000;
36;0,000;72,000;
37;0,000;74,000;
38;0,000;76,000;
39;0,000;78,000;
40;0,000;80,000;
41;0,000;82,000;
42;0,000;84,000;
43;0,000;86,000;
44;0,000;88,000;
45;0,000;90,000;
46;0,000;92,000;
47;0,000;94,000;
48;0,000;96,000;
49;0,000;98,000;
50;0,000;100,000;
51;0,000;102,000;
52;0,000;104,000;
53;0,000;106,000;
54;0,000;108,000;
55;0,000;110,000;
56;0,000;112,000;
57;0,000;114,000;
58;0,000;116,000;
59;0,000;118,000;
60;0,000;120,000;
61;0,000;122,000;
62;0,000;124,000;
63;0,000;126,000;
64;0,000;128,000;
65;0,000;130,000;
66;0,000;132,000;
67;0,000;134,000;
68;0,000;136,000;
69;0,000;138,000;
70;0,000;140,000;
71;0,000;142,000;
72;0,000;144,000;
73;0,000;146,000;
74;0,000;148,000;
75;0,000;150,000;
76;0,000;152,000;
77;0,000;154,000;
78;0,000;156,000;
79;0,000;158,000;
80;0,000;160,000;
81;0,000;162,000;
82;0,000;164,000;
83;0,000;166,000;
84;0,000;168,000;
85;0,000;170,000;
86;0,000;172,000;
87;0,000;174,000;
88;0,000;176,000;
89;0,000;178,000;
90;0,000;180,000;
91;0,000;182,000;
92;0,000;184,000;
93;0,000;186,000;
94;0,000;188,000;
95;0,000;190,000;
96;0,000;192,000;
97;0,000;194,000;
98;0,000;196,000;
99;0,000;198,000;
100;0,000;200,000;
101;0,000;202,000;
102;0,000;204,000;
103;0,000;206,000;
104;0,000;208,000;
105;0,000;210,000;
106;0,000;212,000;
107;0,000;214,000;
108;0,000;216,000;
109;0,000;218,000;
110;0,000;220,000;
111;0,000;222,000;
112;0,000;224,000;
113;0,000;226,000;
114;0,000;228,000;
115;0,000;230,000;
116;0,000;232,000;
117;0,000;234,000;
118;0,000;236,000;
119;0,000;238,000;
120;0,000;240,000;
121;0,000;242,000;
122;0,000;244,000;
123;0,000;246,000;
124;0,000;248,000;
125;0,000;250,000;
126;0,000;252,000;
127;0,000;254,000;
128;0,000;256,000;
129;0,000;258,000;
130;0,000;260,000;
131;0,000;262,000;
132;0,000;264,000;
133;0,000;266,000;
134;0,000;268,000;
135;0,000;270,000;
136;0,000;272,000;
137;0,000;274,000;
138;0,000;276,000;
139;0,000;278,000;
140;0,000;280,000;
141;0,000;282,000;
